FPR, SVM US AUC = 0.9056 (+/- 0.0107),RF US AUC = 0.9017 (+/- 0.0094),GNB US AUC = 0.8851 (+/- 0.0093),MLP US AUC = 0.9111 (+/- 0.0111),SVM No-US AUC = 0.9115 (+/- 0.0143),RF No-US AUC = 0.9023 (+/- 0.0259),GNB No-US AUC = 0.8921 (+/- 0.0152),MLP No-US AUC = 0.9251 (+/- 0.0141)
0,0,0,0,0,0,0,0,0
0.01010101010101,0.440879382055853,0.303792830263419,0.37106357694593,0.486363636363636,0.40054677109502,0.225901097572444,0.507955273139254,0.452263435298754
0.02020202020202,0.440879382055853,0.307645078233314,0.37106357694593,0.486363636363636,0.40054677109502,0.352299707582699,0.507955273139254,0.452263435298754
0.03030303030303,0.606565656565657,0.55,0.581402257872846,0.59982174688057,0.57259248312891,0.5967260905195,0.544766267671543,0.630279296586375
0.040404040404041,0.606565656565657,0.55050505050505,0.581402257872846,0.59982174688057,0.57259248312891,0.598086226533101,0.544766267671543,0.630279296586375
0.050505050505051,0.606565656565657,0.551010101010101,0.581402257872846,0.59982174688057,0.57259248312891,0.599446362546702,0.544766267671543,0.630279296586375
0.060606060606061,0.670320855614973,0.644979203802733,0.619964349376114,0.673529411764706,0.656169646815428,0.67215408107975,0.666095266243042,0.704866755332249
0.070707070707071,0.670320855614973,0.645306001188354,0.619964349376114,0.673529411764706,0.656169646815428,0.672817430996831,0.666095266243042,0.704866755332249
0.080808080808081,0.670320855614973,0.645632798573975,0.619964349376114,0.673529411764706,0.656169646815428,0.673480780913912,0.666095266243042,0.704866755332249
0.090909090909091,0.733927510398099,0.713042186571598,0.683927510398099,0.739423648247178,0.74666272597409,0.736589330574848,0.699916260282745,0.765499236490813
0.101010101010101,0.733927510398099,0.713042186571598,0.683927510398099,0.739423648247178,0.74666272597409,0.736589330574848,0.699916260282745,0.765499236490813
0.111111111111111,0.733927510398099,0.713042186571598,0.683927510398099,0.739423648247178,0.74666272597409,0.736589330574848,0.699916260282745,0.765499236490813
0.121212121212121,0.770677361853832,0.754931669637552,0.719815805109923,0.778342245989305,0.799325156396237,0.762459977341018,0.744633269297079,0.821166445002709
0.131313131313131,0.770677361853832,0.754931669637552,0.719815805109923,0.778342245989305,0.799325156396237,0.762459977341018,0.744633269297079,0.821166445002709
0.141414141414141,0.770677361853832,0.754931669637552,0.719815805109923,0.778342245989305,0.799325156396237,0.762459977341018,0.744633269297079,0.821166445002709
0.151515151515152,0.813368983957219,0.792780748663102,0.754664289958408,0.815002970885324,0.82018619772425,0.783355499729077,0.7734151027043,0.831116693758928
0.161616161616162,0.813368983957219,0.792780748663102,0.754664289958408,0.815002970885324,0.82018619772425,0.783355499729077,0.7734151027043,0.831116693758928
0.171717171717172,0.813368983957219,0.792780748663102,0.754664289958408,0.815002970885324,0.82018619772425,0.783355499729077,0.7734151027043,0.831116693758928
0.181818181818182,0.832085561497326,0.82756981580511,0.792424242424243,0.846583481877599,0.841037387320822,0.808226195753904,0.789296093788483,0.86192798384316
0.191919191919192,0.832085561497326,0.82756981580511,0.792424242424243,0.846583481877599,0.841037387320822,0.808226195753904,0.789296093788483,0.86192798384316
0.202020202020202,0.832085561497326,0.82756981580511,0.792424242424243,0.846583481877599,0.841037387320822,0.808226195753904,0.789296093788483,0.86192798384316
0.212121212121212,0.848098633392751,0.857456922162804,0.813398692810457,0.877094474153298,0.875848480370425,0.835072163932811,0.822131914684006,0.889749273434806
0.222222222222222,0.848098633392751,0.857456922162804,0.813398692810457,0.877094474153298,0.875848480370425,0.835072163932811,0.822131914684006,0.889749273434806
0.232323232323232,0.848098633392751,0.857456922162804,0.813398692810457,0.877094474153298,0.875848480370425,0.835072163932811,0.822131914684006,0.889749273434806
0.242424242424242,0.85805109922757,0.881105169340464,0.831194295900178,0.892008318478907,0.898694645583961,0.865853898822718,0.856957785330772,0.908595635682971
0.252525252525252,0.85805109922757,0.881105169340464,0.831194295900178,0.892008318478907,0.898694645583961,0.865853898822718,0.856957785330772,0.908595635682971
0.262626262626263,0.85805109922757,0.881105169340464,0.831194295900178,0.892008318478907,0.898694645583961,0.865853898822718,0.856957785330772,0.908595635682971
0.272727272727273,0.884878193701723,0.89795008912656,0.853030303030303,0.906803327391563,0.912590512782622,0.891724545588887,0.869853701788089,0.922491502881631
0.282828282828283,0.884878193701723,0.89795008912656,0.853030303030303,0.906803327391563,0.912590512782622,0.891724545588887,0.869853701788089,0.922491502881631
0.292929292929293,0.884878193701723,0.89795008912656,0.853030303030303,0.906803327391563,0.912590512782622,0.891724545588887,0.869853701788089,0.922491502881631
0.303030303030303,0.899762329174094,0.908882947118241,0.877035056446821,0.921657754010695,0.925506132702823,0.902655041623565,0.878789222205803,0.951268410423132
0.313131313131313,0.899762329174094,0.908882947118241,0.877035056446821,0.921657754010695,0.925506132702823,0.902655041623565,0.878789222205803,0.951268410423132
0.323232323232323,0.899762329174094,0.908882947118241,0.877035056446821,0.921657754010695,0.925506132702823,0.902655041623565,0.878789222205803,0.951268410423132
0.333333333333333,0.910606060606061,0.921657754010695,0.890879382055853,0.931639928698752,0.9403723954485,0.917565637160731,0.893645633220038,0.963208708930594
0.343434343434343,0.910606060606061,0.921657754010695,0.890879382055853,0.931639928698752,0.9403723954485,0.917565637160731,0.893645633220038,0.963208708930594
0.353535353535354,0.9174688057041,0.927540106951872,0.897742127153892,0.93458110516934,0.9403723954485,0.917565637160731,0.901566425299246,0.963208708930594
0.363636363636364,0.925460487225193,0.939483065953654,0.906743909685086,0.942543077837196,0.946342544702232,0.936471109797547,0.910521649179843,0.969178858184326
0.373737373737374,0.925460487225193,0.939819766290355,0.906743909685086,0.942543077837196,0.946342544702232,0.936471109797547,0.910521649179843,0.969178858184326
0.383838383838384,0.935264408793821,0.947019211725094,0.910665478312537,0.946464646464646,0.952283138761638,0.943401802866854,0.916462243239249,0.969178858184326
0.393939393939394,0.942335115864528,0.95136660724896,0.91764705882353,0.949435531788473,0.962233387517856,0.948376927244963,0.925417467119846,0.973158957686814
0.404040404040404,0.942335115864528,0.95136660724896,0.91764705882353,0.949435531788473,0.962233387517856,0.948376927244963,0.925417467119846,0.973158957686814
0.414141414141414,0.94331550802139,0.955288175876411,0.921568627450981,0.950415923945335,0.963223486527757,0.954317521304369,0.925417467119846,0.975139155706616
0.424242424242424,0.952317290552585,0.96027926322044,0.928579916815211,0.956417112299465,0.966208561154623,0.9602876705581,0.930392591497956,0.977129205457859
0.434343434343434,0.952317290552585,0.96027926322044,0.928579916815211,0.956417112299465,0.966208561154623,0.9602876705581,0.930392591497956,0.977129205457859
0.444444444444444,0.957219251336898,0.96027926322044,0.931521093285799,0.959358288770054,0.967198660164524,0.9602876705581,0.933362888527659,0.977129205457859
0.454545454545455,0.960249554367202,0.961259655377303,0.943642305407011,0.963339275103981,0.967198660164524,0.9602876705581,0.938338012905768,0.986084429338456
0.464646464646465,0.960249554367202,0.961259655377303,0.943642305407011,0.963339275103981,0.967198660164524,0.9602876705581,0.938338012905768,0.986084429338456
0.474747474747475,0.961229946524064,0.961259655377303,0.947563874034462,0.964319667260844,0.967198660164524,0.961277769568002,0.939328111915669,0.986084429338456
0.484848484848485,0.969221628045157,0.962240047534165,0.950564468211527,0.967320261437908,0.970183734791389,0.963267819319245,0.9452982611694,0.987079454214078
0.494949494949495,0.969221628045157,0.962240047534165,0.950564468211527,0.967320261437908,0.970183734791389,0.963267819319245,0.9452982611694,0.987079454214078
0.505050505050505,0.97020202020202,0.966161616161616,0.952525252525253,0.967320261437908,0.972163932811192,0.964257918329146,0.9452982611694,0.987079454214078
0.515151515151515,0.972162804515746,0.970142602495544,0.955496137849079,0.975252525252525,0.977139057189301,0.96624796808039,0.951268410423132,0.9880744790897
0.525252525252525,0.972162804515746,0.970142602495544,0.955496137849079,0.975252525252525,0.977139057189301,0.96624796808039,0.951268410423132,0.9880744790897
0.535353535353535,0.974123588829471,0.973083778966132,0.957456922162804,0.975252525252525,0.977139057189301,0.971198463129895,0.951268410423132,0.9880744790897
0.545454545454546,0.974123588829471,0.976114081996435,0.958437314319667,0.976262626262626,0.977139057189301,0.972193488005517,0.961218659179351,0.989069503965322
0.555555555555556,0.974123588829471,0.976114081996435,0.958437314319667,0.976262626262626,0.977139057189301,0.972193488005517,0.961218659179351,0.989069503965322
0.565656565656566,0.976084373143197,0.97807486631016,0.960398098633393,0.979203802733214,0.977139057189301,0.973183587015418,0.961218659179351,0.989069503965322
0.575757575757576,0.978104575163399,0.982085561497326,0.963368983957219,0.980184194890077,0.979129106940545,0.97417861189104,0.964203733806216,0.989069503965322
0.585858585858586,0.978104575163399,0.982085561497326,0.963368983957219,0.980184194890077,0.979129106940545,0.97417861189104,0.964203733806216,0.989069503965322
0.595959595959596,0.978104575163399,0.983065953654189,0.96729055258467,0.980184194890077,0.980119205950446,0.975168710900941,0.964203733806216,0.989069503965322
0.606060606060606,0.9791146761735,0.986066547831254,0.970320855614973,0.981194295900178,0.983104280577311,0.98014383527905,0.969178858184326,0.992054578592188
0.616161616161616,0.9791146761735,0.986066547831254,0.970320855614973,0.981194295900178,0.983104280577311,0.98014383527905,0.969178858184326,0.992054578592188
0.626262626262626,0.981075460487225,0.986066547831254,0.971301247771836,0.982174688057041,0.983104280577311,0.98014383527905,0.971159056204128,0.992054578592188
0.636363636363636,0.98407605466429,0.988086749851456,0.975282234105764,0.982174688057041,0.984099305452933,0.989099059159647,0.978124230333481,0.992054578592188
0.646464646464646,0.98407605466429,0.988086749851456,0.975282234105764,0.982174688057041,0.984099305452933,0.989099059159647,0.978124230333481,0.992054578592188
0.656565656565657,0.98407605466429,0.988086749851456,0.975282234105764,0.985115864527629,0.984099305452933,0.995039653219053,0.978124230333481,0.993044677602089
0.666666666666667,0.986096256684492,0.989096850861557,0.976262626262626,0.985115864527629,0.989074429831043,0.995039653219053,0.979119255209103,0.994039702477711
0.676767676767677,0.986096256684492,0.99007724301842,0.977243018419489,0.985115864527629,0.991054627850845,0.996029752228954,0.980109354219004,0.995029801487611
0.686868686868687,0.986096256684492,0.99007724301842,0.977243018419489,0.985115864527629,0.991054627850845,0.996029752228954,0.980109354219004,0.995029801487611
0.696969696969697,0.987106357694593,0.991087344028521,0.980243612596554,0.986096256684492,0.991054627850845,0.996029752228954,0.98309442884587,0.995029801487611
0.707070707070707,0.989067142008318,0.992067736185383,0.981224004753416,0.987076648841355,0.991054627850845,0.996029752228954,0.98309442884587,0.995029801487611
0.717171717171717,0.989067142008318,0.992067736185383,0.981224004753416,0.987076648841355,0.991054627850845,0.996029752228954,0.98309442884587,0.995029801487611
0.727272727272727,0.989067142008318,0.992067736185383,0.984194890077243,0.988057040998218,0.991054627850845,0.997024777104576,0.984089453721492,0.995029801487611
0.737373737373737,0.990047534165181,0.994028520499109,0.985175282234106,0.98903743315508,0.991054627850845,0.997024777104576,0.984089453721492,0.996019900497512
0.747474747474748,0.990047534165181,0.994028520499109,0.985175282234106,0.98903743315508,0.991054627850845,0.997024777104576,0.984089453721492,0.996019900497512
0.757575757575758,0.994028520499109,0.99503862150921,0.985175282234106,0.98903743315508,0.991054627850845,0.998019801980198,0.988069553223979,0.996019900497512
0.767676767676768,0.995008912655972,0.99503862150921,0.986155674390968,0.990998217468806,0.991054627850845,0.998019801980198,0.988069553223979,0.996019900497512
0.777777777777778,0.995008912655972,0.99503862150921,0.986155674390968,0.990998217468806,0.991054627850845,0.998019801980198,0.988069553223979,0.996019900497512
0.787878787878788,0.996999405822935,0.99503862150921,0.986155674390968,0.990998217468806,0.99403970247771,0.998019801980198,0.989064578099601,0.996019900497512
0.797979797979798,0.996999405822935,0.99503862150921,0.987136066547831,0.990998217468806,0.99403970247771,0.998019801980198,0.991044776119403,0.996019900497512
0.808080808080808,0.996999405822935,0.99503862150921,0.987136066547831,0.990998217468806,0.99403970247771,0.998019801980198,0.991044776119403,0.996019900497512
0.818181818181818,0.998009506833036,0.99503862150921,0.990166369578134,0.992008318478907,0.995034727353332,0.998019801980198,0.993034825870647,0.996019900497512
0.828282828282828,0.998989898989899,0.99503862150921,0.993107546048722,0.992988710635769,0.995034727353332,0.998019801980198,0.993034825870647,0.996019900497512
0.838383838383838,0.998989898989899,0.99503862150921,0.993107546048722,0.992988710635769,0.995034727353332,0.998019801980198,0.993034825870647,0.996019900497512
0.848484848484848,0.998989898989899,0.99503862150921,0.994087938205585,0.992988710635769,0.995034727353332,0.998019801980198,0.996019900497512,0.997014925373134
0.858585858585859,0.998989898989899,0.99503862150921,0.994087938205585,0.993969102792632,0.995034727353332,0.999009900990099,0.996019900497512,0.997014925373134
0.868686868686869,0.998989898989899,0.99503862150921,0.994087938205585,0.993969102792632,0.995034727353332,0.999009900990099,0.996019900497512,0.997014925373134
0.878787878787879,0.998989898989899,0.997058823529412,0.995098039215686,0.993969102792632,0.996029752228954,0.999009900990099,0.999004975124378,0.998009950248756
0.888888888888889,0.998989898989899,0.998039215686274,0.996078431372549,0.993969102792632,0.997019851238855,0.999229922992299,0.999004975124378,0.998009950248756
0.898989898989899,0.998989898989899,0.998039215686274,0.996078431372549,0.993969102792632,0.997019851238855,0.9995699569957,0.999004975124378,0.998009950248756
0.909090909090909,0.998989898989899,0.998039215686274,0.996078431372549,0.994979203802733,0.997019851238855,0.9999099909991,0.999004975124378,0.998009950248756
0.919191919191919,0.998989898989899,0.998148148148148,0.999019607843137,0.995959595959596,0.998009950248756,1,0.999004975124378,0.998009950248756
0.929292929292929,0.998989898989899,0.998257080610022,0.999019607843137,0.995959595959596,0.998009950248756,1,0.999004975124378,0.998009950248756
0.939393939393939,0.998989898989899,0.998366013071895,0.999019607843137,0.996969696969697,0.998009950248756,1,1,0.999004975124378
0.94949494949495,0.998989898989899,0.998613586848881,1,0.996969696969697,0.998009950248756,1,1,0.999004975124378
0.95959595959596,0.998989898989899,0.998890869479105,1,0.996969696969697,0.998009950248756,1,1,0.999004975124378
0.96969696969697,0.998989898989899,0.999168152109329,1,0.997979797979798,0.999004975124378,1,1,1
0.97979797979798,0.998989898989899,0.999445434739552,1,0.997979797979798,0.999004975124378,1,1,1
0.98989898989899,0.998989898989899,0.999722717369776,1,0.997979797979798,0.999004975124378,1,1,1
1,1,1,1,1,1,1,1,1
